ko,source,metabolism,path,description
K03963,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03963  NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7
K03964,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03964  NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8
K03965,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03965  NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9
K03966,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03966  NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10
K11351,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K11351  NDUFB11; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 11
K03967,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03967  NDUFC1; NADH dehydrogenase (ubiquinone) 1 subunit C1
K03968,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03968  NDUFC2; NADH dehydrogenase (ubiquinone) 1 subunit C2
K03885,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03885  ndh; NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]
K00234,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00234  SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"
K00235,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00235  SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"
K00236,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00236  SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"
K00237,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00237  SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"
K00239,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00239  sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
K00240,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00240  sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
K00241,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00241  sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
K00242,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00242  sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
K18859,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K18859  sdhD, frdD; succinate dehydrogenase / fumarate reductase, subunit D"
K18860,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K18860  sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D"
K00244,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00244  frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00245  frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00246  frdC; fumarate reductase subunit C
K00247,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00247  frdD; fumarate reductase subunit D
K00411,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00411  UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"
K00412,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"
K00413,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00413  CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"
K00410,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00410  fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00414,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00414  QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1"
K00415,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00415  QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2"
K00416,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00416  QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6"
K00417,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00417  QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7"
K00418,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00418  QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8"
K00419,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00419  QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9"
K00420,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K00420  QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10"
K03886,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K03886  MQCRA, qcrA, bfcA, petC; menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]"
K03887,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K03887  MQCRB, qcrB, bfcB, petB; menaquinol-cytochrome c reductase cytochrome b subunit"
K03888,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K03888  MQCRC, qcrC, bfcC, petD; menaquinol-cytochrome c reductase cytochrome b/c subunit"
K03889,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03889  qcrC; ubiquinol-cytochrome c reductase cytochrome c subunit
K03890,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03890  qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit
K03891,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K03891  qcrB; ubiquinol-cytochrome c reductase cytochrome b subunit
K02257,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02257  COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]"
K02300,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02300  cyoD; cytochrome o ubiquinol oxidase subunit IV
K02277,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02277  coxD, ctaF; cytochrome c oxidase subunit IV [EC:7.1.1.9]"
K02276,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02276  coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]"
K02274,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02274  coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]"
K15408,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K15408  coxAC; cytochrome c oxidase subunit I+III [EC:7.1.1.9]
K02275,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02275  coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
K02262,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02262  COX3; cytochrome c oxidase subunit 3
K02256,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02256  COX1; cytochrome c oxidase subunit 1 [EC:7.1.1.9]
K02261,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02261  COX2; cytochrome c oxidase subunit 2
K02263,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02263  COX4; cytochrome c oxidase subunit 4
K02264,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02264  COX5A; cytochrome c oxidase subunit 5a
K02265,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02265  COX5B; cytochrome c oxidase subunit 5b
K02266,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02266  COX6A; cytochrome c oxidase subunit 6a
K02267,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02267  COX6B; cytochrome c oxidase subunit 6b
K02268,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02268  COX6C; cytochrome c oxidase subunit 6c
K02269,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02269  COX7; cytochrome c oxidase subunit 7
K02270,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02270  COX7A; cytochrome c oxidase subunit 7a
K02271,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02271  COX7B; cytochrome c oxidase subunit 7b
K02272,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02272  COX7C; cytochrome c oxidase subunit 7c
K02273,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02273  COX8; cytochrome c oxidase subunit 8
K02258,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02258  COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
K02259,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02259  COX15, ctaA; heme a synthase [EC:1.17.99.9]"
K02260,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02260  COX17; cytochrome c oxidase assembly protein subunit 17
K00404,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00404  ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00405  ccoO; cytochrome c oxidase cbb3-type subunit II
K15862,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K15862  ccoNO; cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]
K00407,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00407  ccoQ; cytochrome c oxidase cbb3-type subunit IV
K00406,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00406  ccoP; cytochrome c oxidase cbb3-type subunit III
K02829,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02829  qoxD; cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]
K02828,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02828  qoxC; cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]
K02827,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02827  qoxB; cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]
K02826,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02826  qoxA; cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]
K24007,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K24007  soxD; cytochrome aa3-type oxidase subunit SoxD
K24008,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K24008  soxC; cytochrome aa3-type oxidase subunit III
K24009,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K24009  soxB; cytochrome aa3-type oxidase subunit I [EC:7.1.1.4]
K24010,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K24010  soxA; cytochrome aa3-type oxidase subunit II [EC:7.1.1.4]
K24011,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K24011  soxM; cytochrome aa3-type oxidase subunit I/III [EC:7.1.1.4]
K02299,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02299  cyoC; cytochrome o ubiquinol oxidase subunit III
K02298,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02298  cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
K02297,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02297  cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
K00425,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00425  cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00426  cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00424,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00424  cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K22501,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K22501  appX; cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]
K02111,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02111  ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]"
K02112,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02112  ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]"
K02115,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02115  ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"
K02113,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02113  ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
K02114,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02114  ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"
K02108,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02108  ATPF0A, atpB; F-type H+-transporting ATPase subunit a"
K02109,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
K02110,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02110  ATPF0C, atpE; F-type H+-transporting ATPase subunit c"
K02132,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02132  ATPeF1A, ATP5A1, ATP1; F-type H+-transporting ATPase subunit alpha"
K02133,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02133  ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]"
K02136,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02136  ATPeF1G, ATP5C1, ATP3; F-type H+-transporting ATPase subunit gamma"
K02134,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02134  ATPeF1D, ATP5D, ATP16; F-type H+-transporting ATPase subunit delta"
K02135,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02135  ATPeF1E, ATP5E, ATP15; F-type H+-transporting ATPase subunit epsilon"
K02137,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02137  ATPeF0O, ATP5O, ATP5; F-type H+-transporting ATPase subunit O"
K02126,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02126  ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a"
K02127,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02127  ATPeF0B, ATP5F1, ATP4; F-type H+-transporting ATPase subunit b"
K02128,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02128  ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit c"
K02138,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02138  ATPeF0D, ATP5H, ATP7; F-type H+-transporting ATPase subunit d"
K02129,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02129  ATPeF0E, ATP5I; F-type H+-transporting ATPase subunit e"
K01549,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K01549  TIM11, ATP21; F-type H+-transporting ATP synthase subunit e"
K02130,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02130  ATPeF0F, ATP5J2; F-type H+-transporting ATPase subunit f"
K02139,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02139  ATPeFF, ATP17; F-type H+-transporting ATPase subunit f"
K02140,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02140  ATPeFG, ATP5L, ATP20; F-type H+-transporting ATPase subunit g"
K02131,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02131  ATPeF0F6, ATP5J; F-type H+-transporting ATPase subunit 6"
K02141,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02141  ATPeFH, ATP14; F-type H+-transporting ATPase subunit h"
K02142,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02142  ATPeFJ, ATP18; F-type H+-transporting ATPase subunit j"
K02143,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02143  ATPeFK, ATP19; F-type H+-transporting ATPase subunit k"
K02125,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02125  ATPeF08, MTATP8, ATP8; F-type H+-transporting ATPase subunit 8"
K02117,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02117  ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]"
K02118,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02118  ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"
K02119,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02119  ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"
K02120,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02120  ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D"
K02121,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02121  ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E"
K02122,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02122  ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F"
K02107,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02107  ATPVG, ahaH, atpH; V/A-type H+/Na+-transporting ATPase subunit G/H"
K02123,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02123  ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I"
K02124,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02124  ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K"
K02145,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02145  ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2]"
K02147,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02147  ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B"
K02148,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02148  ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C"
K02149,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02149  ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D"
K02150,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02150  ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E"
K02151,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02151  ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F"
K02152,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02152  ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"
K02144,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K02144  ATPeV1H; V-type H+-transporting ATPase subunit H
K02154,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02154  ATPeV0A, ATP6N; V-type H+-transporting ATPase subunit a"
K02155,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02155  ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit"
K03661,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K03661  ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit"
K02146,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02146  ATPeV0D, ATP6D; V-type H+-transporting ATPase subunit d"
K02153,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K02153  ATPeV0E, ATP6H; V-type H+-transporting ATPase subunit e"
K03662,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K03662  ATPeVS1, ATP6S1; V-type H+-transporting ATPase S1 subunit"
K01535,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],"D      K01535  PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]"
K01542,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K01542  ATP4A; H+/K+-exchanging ATPase subunit alpha [EC:7.2.2.19]
K01543,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K01543  ATP4B; H+/K+-exchanging ATPase subunit beta [EC:7.2.2.19]
K01544,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K01544  ATP12A; non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19]
K01507,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K01507  ppa; inorganic pyrophosphatase [EC:3.6.1.1]
K15986,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K15986  ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
K06019,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K06019  ppaX; pyrophosphatase PpaX [EC:3.6.1.1]
K11725,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K11725  LHPP; phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-]
K11726,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K11726  NURF38; nucleosome-remodeling factor 38 kDa subunit [EC:3.6.1.1]
K00937,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K00937  ppk; polyphosphate kinase [EC:2.7.4.1]
K22468,acid,B  09102 Energy metabolism,C    00190 Oxidative phosphorylation [PATH:ko00190],D      K22468  ppk2; polyphosphate kinase [EC:2.7.4.1]
K14454,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K14454  GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
K14455,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K14455  GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
K00811,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K00811  ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]"
K00812,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00812  aspB; aspartate aminotransferase [EC:2.6.1.1]
K00813,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00813  aspC; aspartate aminotransferase [EC:2.6.1.1]
K11358,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K11358  yhdR; aspartate aminotransferase [EC:2.6.1.1]
K03334,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K03334  IL4I1; L-amino-acid oxidase [EC:1.4.3.2]
K00278,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00278  nadB; L-aspartate oxidase [EC:1.4.3.16]
K01779,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K01779  racD; aspartate racemase [EC:5.1.1.13]
K00272,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",D      K00272  DDO; D-aspartate oxidase [EC:1.4.3.1]
K01424,acid,B  09105 Amino acid metabolism,"C    00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","D      K01424  E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]"
