Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RC-T1-3.contigs.fa_k127_824171	1	354	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	118	231	51.08	92.37	118	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RC-T1-6.contigs.fa_k127_11255	2	409	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	136	231	58.87	93.38	136	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_139521	9	560	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	184	231	79.65	91.85	184	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_148051	47	739	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	231	231	100.00	90.04	231	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_204798	1309	1962	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	90.83	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_294201	23	676	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	91.74	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_294440	1	519	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	173	231	74.89	93.64	173	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_343672	2	418	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	139	231	60.17	93.53	139	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_348073	162	818	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	219	231	94.81	93.61	219	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_359556	1	357	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	119	231	51.52	93.28	119	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_376692	2	568	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	189	231	81.82	92.06	189	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_398346	42	515	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	158	231	68.40	91.77	158	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_429174	1	486	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	162	231	70.13	90.74	162	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_430190	42	695	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	94.04	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_460142	2	532	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	177	231	76.62	90.40	177	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-6.contigs.fa_k127_6721	1	438	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	146	231	63.20	93.15	146	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RC-T1-9.contigs.fa_k127_144445	2	556	+	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	185	233	78.97	90.27	185	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RC-T1-9.contigs.fa_k127_226025	270	731	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	154	231	66.67	92.86	154	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_246454	3	608	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	202	231	87.45	94.06	202	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_256065	3	398	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	132	231	57.14	90.91	132	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_279703	84	455	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	124	231	53.68	95.16	124	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_327433	3	434	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	144	231	62.34	90.97	144	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_350819	6	377	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	124	231	53.68	91.94	124	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_352263	3	362	+	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	120	233	51.50	91.67	120	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RC-T1-9.contigs.fa_k127_362187	241	684	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	148	231	64.07	90.54	148	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_382677	3	521	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	173	231	74.89	91.91	173	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_40959	2	349	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	116	231	50.22	93.10	116	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_46642	2	430	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	143	231	61.90	93.01	143	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_515485	166	732	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	189	231	81.82	93.12	189	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_533316	281	670	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	130	233	55.79	93.08	130	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RC-T1-9.contigs.fa_k127_570967	1	417	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	139	233	59.66	92.09	139	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RC-T1-9.contigs.fa_k127_590429	1	528	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	176	231	76.19	92.61	176	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_590440	163	825	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	221	231	95.67	91.86	221	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_716169	3	386	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	128	231	55.41	93.75	128	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_717897	183	875	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	231	231	100.00	90.91	231	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_750199	3	443	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	147	231	63.64	95.92	147	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_787748	52	612	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	187	231	80.95	93.05	187	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_810025	2	469	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	156	231	67.53	95.51	156	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RC-T1-9.contigs.fa_k127_838570	3	374	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	124	231	53.68	93.55	124	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RP-T1-3.contigs.fa_k127_1298774	5	589	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	195	231	84.42	92.31	195	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_1786900	1	456	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	152	231	65.80	94.08	152	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_1854666	1	462	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	154	231	66.67	91.56	154	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_1880162	2	475	+	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	158	233	67.81	90.51	158	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RP-T1-3.contigs.fa_k127_2030452	2	574	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	191	231	82.68	95.81	191	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_2294540	285	659	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	125	231	54.11	92.80	125	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_2395408	2	589	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	196	231	84.85	94.90	196	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_2469928	102	758	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	219	231	94.81	91.78	219	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_264263	2	409	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	136	231	58.87	93.38	136	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_473074	1	666	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	222	231	96.10	91.44	222	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_493567	1	393	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	131	231	56.71	93.13	131	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_565331	1	372	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	124	231	53.68	90.32	124	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-3.contigs.fa_k127_640038	1	414	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	138	231	59.74	92.03	138	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RP-T1-6.contigs.fa_k127_1113818	14	574	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	187	231	80.95	92.51	187	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-6.contigs.fa_k127_1114310	310	966	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	219	231	94.81	90.87	219	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-6.contigs.fa_k127_1256696	25	693	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	223	231	99.57	90.00	230	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-6.contigs.fa_k127_1511755	1	393	+	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	131	233	57.51	91.79	134	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RP-T1-6.contigs.fa_k127_1908348	2	391	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	130	231	56.28	91.54	130	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-6.contigs.fa_k127_2039921	1	501	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	167	231	72.29	91.02	167	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-6.contigs.fa_k127_723398	352	780	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	143	233	61.80	91.67	144	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./RP-T1-6.contigs.fa_k127_885372	3	359	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	119	231	51.52	93.28	119	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./RP-T1-9.contigs.fa_k127_1042148	540	1232	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	231	231	100.00	90.48	231	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_1044877	2	400	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	133	231	57.58	91.73	133	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_1051855	113	592	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	160	231	69.26	91.25	160	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_1063829	2	403	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	134	231	58.01	94.03	134	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_169242	108	758	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	217	231	93.94	93.09	217	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_23427	2	553	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	184	231	79.65	91.30	184	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_346054	1	636	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	212	231	91.77	91.98	212	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_373499	2	364	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	121	231	52.38	94.21	121	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_414194	1	402	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	134	231	58.01	91.79	134	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_591232	1	351	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	117	231	50.65	93.16	117	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_869206	3	548	-	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	182	231	78.79	96.70	182	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_880708	2	484	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	161	231	69.70	93.79	161	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./RP-T1-9.contigs.fa_k127_99674	3	446	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	148	231	64.07	91.89	148	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./SC-T1-3.contigs.fa_k127_1064502	25	609	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	195	231	84.42	90.77	195	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_1073955	242	895	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	92.66	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_110083	1	393	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	131	233	56.22	93.89	131	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./SC-T1-3.contigs.fa_k127_118738	4	408	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	135	231	58.44	93.33	135	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_12689	2	382	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	127	231	54.98	95.28	127	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_140242	48	428	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	127	231	54.98	96.06	127	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_153694	96	749	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	94.95	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_182927	2	526	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	175	231	75.76	90.86	175	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./SC-T1-3.contigs.fa_k127_204302	1	678	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	226	231	97.84	91.59	226	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
