contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
RP-T1-6_contig.fa_viral_433	2745	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_434	3738	No	NA	6	2	0	Low-quality	Genome-fragment	2.56	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_viral_435	1858	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_436	1832	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_437	3206	No	NA	4	1	0	Low-quality	Genome-fragment	5.31	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_438	2260	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_439	3729	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_440	1696	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_441	1530	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
RP-T1-6_contig.fa_viral_442	1530	No	NA	1	1	0	Low-quality	Genome-fragment	4.24	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_viral_443	1656	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_444	6699	No	NA	13	1	0	Low-quality	Genome-fragment	4.02	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_445	2006	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_446	1789	No	NA	1	0	0	Low-quality	Genome-fragment	3.84	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_447	1519	No	NA	3	0	0	Low-quality	Genome-fragment	2.41	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_448	2434	No	NA	3	1	0	Low-quality	Genome-fragment	1.34	HMM-based (lower-bound)	0.0	1.01	
RP-T1-6_contig.fa_viral_449	1632	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_450	2705	No	NA	4	1	0	Low-quality	Genome-fragment	1.68	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_452	1630	No	NA	1	0	0	Low-quality	Genome-fragment	0.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_453	1560	No	NA	3	0	0	Low-quality	Genome-fragment	2.48	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_454	5518	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_455	2247	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_456	2664	No	NA	2	0	0	Low-quality	Genome-fragment	5.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_457	1572	No	NA	3	1	0	Low-quality	Genome-fragment	2.35	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_158	2678	No	NA	4	1	0	Low-quality	Genome-fragment	5.25	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_viral_159	3557	No	NA	4	1	0	Low-quality	Genome-fragment	2.3	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_160	1898	No	NA	4	0	0	Low-quality	Genome-fragment	2.1	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_161	3113	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_162	3151	No	NA	7	5	0	Low-quality	Genome-fragment	4.97	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_viral_163	5067	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_164	1579	No	NA	4	0	0	Low-quality	Genome-fragment	1.1	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_165	3105	No	NA	8	1	0	Low-quality	Genome-fragment	4.39	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_166	1678	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_167	1750	No	NA	2	1	0	Low-quality	Genome-fragment	0.77	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_168	2800	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_169	1859	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_170	2319	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_171	3420	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_173	1799	No	NA	3	1	0	Low-quality	Genome-fragment	5.89	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_viral_174	1761	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_175	3226	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_176	1604	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_177	1922	No	NA	3	0	0	Low-quality	Genome-fragment	2.13	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_178	4195	No	NA	4	0	0	Low-quality	Genome-fragment	2.85	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_179	3024	No	NA	5	2	0	Low-quality	Genome-fragment	5.13	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_180	1569	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_181	1979	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_182	1956	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_183	1748	No	NA	3	1	0	Low-quality	Genome-fragment	2.61	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_184	1779	No	NA	1	0	0	Low-quality	Genome-fragment	3.47	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_185	8931	No	NA	21	1	1	Low-quality	Genome-fragment	13.01	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_186	1627	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_187	4858	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_188	3495	No	NA	4	1	0	Low-quality	Genome-fragment	4.48	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_189	1938	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_190	2480	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
RP-T1-6_contig.fa_viral_191	1629	No	NA	3	0	0	Low-quality	Genome-fragment	2.96	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_192	1745	No	NA	3	0	0	Low-quality	Genome-fragment	3.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_193	2862	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_194	2855	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_195	2433	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_196	1528	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_197	2143	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_198	1509	No	NA	4	1	0	Low-quality	Genome-fragment	2.41	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_viral_199	1600	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_viral_200	5435	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-3_contig.fa_viral_15	2931	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-3_contig.fa_viral_16	2310	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-3_contig.fa_viral_17	1596	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_provirus_1	2851	No	NA	2	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	
11B-T1-6_contig.fa_viral_1	2891	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_2	1679	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_3	2217	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_4	1854	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_5	4555	No	NA	3	0	0	Low-quality	Genome-fragment	9.8	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_6	2459	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_7	3608	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_8	3546	No	NA	8	2	0	Low-quality	Genome-fragment	4.69	HMM-based (lower-bound)	0.0	1.0	
11B-T1-6_contig.fa_viral_9	1527	No	NA	4	0	0	Low-quality	Genome-fragment	2.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_11	2612	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_12	4625	No	NA	3	2	0	Low-quality	Genome-fragment	8.72	HMM-based (lower-bound)	0.0	1.0	
11B-T1-6_contig.fa_viral_13	4998	No	NA	5	0	0	Low-quality	Genome-fragment	7.33	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-6_contig.fa_viral_14	1787	No	NA	2	2	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
11B-T1-9_contig.fa_provirus_2	2004	No	NA	3	1	0	Low-quality	Genome-fragment	4.96	AAI-based (medium-confidence)	0.0	1.0	
11B-T1-9_contig.fa_viral_1	2429	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_2	2597	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_4	1690	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_6	1641	No	NA	1	0	0	Low-quality	Genome-fragment	0.54	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_8	2593	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_9	2395	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_10	2267	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_11	1677	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_12	2544	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_13	1679	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.22	no viral genes detected
11B-T1-9_contig.fa_viral_14	2125	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_15	1728	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_16	2708	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_17	2309	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_18	1698	No	NA	3	0	0	Low-quality	Genome-fragment	3.3	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_20	1596	No	NA	4	0	0	Low-quality	Genome-fragment	2.35	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_21	2579	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_22	1618	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_23	2023	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_24	1556	No	NA	2	0	0	Low-quality	Genome-fragment	2.45	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_25	1531	No	NA	4	0	0	Low-quality	Genome-fragment	2.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_26	1589	No	NA	3	2	0	Low-quality	Genome-fragment	2.91	AAI-based (medium-confidence)	0.0	1.0	
11B-T1-9_contig.fa_viral_27	3747	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_28	3372	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_29	1619	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_30	2422	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_31	1587	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_32	1616	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_33	2257	No	NA	1	0	0	Low-quality	Genome-fragment	2.62	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_35	1695	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_36	1798	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_37	1561	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_38	1630	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_39	2547	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_40	1833	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_41	1637	No	NA	2	0	0	Low-quality	Genome-fragment	3.07	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
11B-T1-9_contig.fa_viral_42	1917	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_provirus_1	688	No	NA	1	1	0	Low-quality	Genome-fragment	0.4	HMM-based (lower-bound)	0.0	1.02	
8-T1-3_contig.fa_viral_1	1708	No	NA	4	0	0	Low-quality	Genome-fragment	2.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_2	1580	No	NA	4	0	0	Low-quality	Genome-fragment	2.79	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_4	1528	No	NA	5	0	0	Low-quality	Genome-fragment	3.07	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_5	1787	No	NA	1	0	0	Low-quality	Genome-fragment	3.42	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_6	1714	No	NA	1	0	0	Low-quality	Genome-fragment	1.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_7	1518	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_8	1678	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-3_contig.fa_viral_9	1578	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_1	1540	No	NA	3	1	0	Low-quality	Genome-fragment	2.27	HMM-based (lower-bound)	0.0	1.0	
8-T1-6_contig.fa_viral_2	2130	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_3	2003	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_4	1842	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_5	4744	No	NA	7	0	0	Low-quality	Genome-fragment	7.62	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_6	1633	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_7	2333	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_8	1561	No	NA	4	0	0	Low-quality	Genome-fragment	2.22	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_9	2171	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
8-T1-6_contig.fa_viral_10	1779	No	NA	2	2	0	Low-quality	Genome-fragment	2.65	HMM-based (lower-bound)	0.0	1.0	
8-T1-6_contig.fa_viral_11	1873	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_561	3744	No	NA	2	2	0	Low-quality	Genome-fragment	8.27	AAI-based (high-confidence)	0.0	1.0	
RP-T1-3_contig.fa_viral_562	1894	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_563	1582	No	NA	3	1	0	Low-quality	Genome-fragment	2.37	HMM-based (lower-bound)	0.0	1.0	
RP-T1-3_contig.fa_viral_564	2071	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_565	1730	No	NA	2	0	0	Low-quality	Genome-fragment	3.3	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_567	1571	No	NA	1	0	0	Low-quality	Genome-fragment	3.43	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_568	3596	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_569	3003	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_570	5462	No	NA	7	4	0	Low-quality	Genome-fragment	9.72	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-3_contig.fa_viral_571	2297	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_572	2235	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
RP-T1-3_contig.fa_viral_573	2266	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_574	1547	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_575	1548	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_576	3272	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_577	1722	No	NA	4	1	0	Low-quality	Genome-fragment	2.38	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-3_contig.fa_viral_578	1534	No	NA	5	1	0	Low-quality	Genome-fragment	0.97	HMM-based (lower-bound)	0.0	1.0	
RP-T1-3_contig.fa_viral_579	1996	No	NA	2	1	0	Low-quality	Genome-fragment	2.62	HMM-based (lower-bound)	0.0	1.0	
RP-T1-3_contig.fa_viral_580	3054	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_581	2890	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_582	2257	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_583	1833	No	NA	1	1	0	Low-quality	Genome-fragment	4.0	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-3_contig.fa_viral_584	1740	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_585	2854	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_586	1601	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
Ex45-T1-3_contig.fa_viral_41	2298	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
Ex45-T1-3_contig.fa_viral_42	2871	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
Ex45-T1-3_contig.fa_viral_43	2575	No	NA	4	1	0	Low-quality	Genome-fragment	5.45	AAI-based (medium-confidence)	0.0	1.0	
Ex45-T1-3_contig.fa_viral_44	1714	No	NA	2	0	0	Low-quality	Genome-fragment	1.45	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
Ex45-T1-3_contig.fa_viral_45	1537	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
Ex45-T1-3_contig.fa_viral_46	2282	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_176	2305	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_177	3127	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_178	2242	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_179	2522	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_180	2658	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_181	2323	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_182	1871	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_183	2059	No	NA	3	2	0	Low-quality	Genome-fragment	2.74	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-6_contig.fa_viral_184	2308	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_185	4834	No	NA	7	1	0	Low-quality	Genome-fragment	12.13	AAI-based (high-confidence)	0.0	1.0	
HP-T1-6_contig.fa_viral_186	1922	No	NA	4	0	0	Low-quality	Genome-fragment	3.5	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_187	2495	No	NA	3	0	0	Low-quality	Genome-fragment	2.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_188	74604	No	NA	104	7	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
HP-T1-6_contig.fa_viral_189	2772	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_190	2109	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_191	1629	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_192	1508	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_193	2135	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-6_contig.fa_viral_194	20344	No	NA	22	11	0	Low-quality	Genome-fragment	34.81	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-6_contig.fa_viral_195	4902	No	NA	7	4	0	Low-quality	Genome-fragment	5.68	AAI-based (high-confidence)	0.0	1.0	
HP-T1-6_contig.fa_viral_196	1760	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
